geneNames	start	end	chr	entrezgene
ENSG00000109047	RCVRN	9799637	9808938	17	5957
ENSG00000007237	GAS7	9813926	10101868	17	8522
ENSG00000273388	RP11-401O9.4	10195137	10221243	17	NA
ENSG00000006788	MYH13	10201401	10276447	17	8735
ENSG00000264067	RP11-401O9.3	10223709	10244775	17	NA
ENSG00000133020	MYH8	10293639	10325267	17	4626
ENSG00000264424	MYH4	10346607	10372876	17	4622
ENSG00000109061	MYH1	10395624	10421860	17	4619
ENSG00000125414	MYH2	10424465	10453274	17	4620
ENSG00000272736	RP11-799N11.1	10286449	10441179	17	NA
ENSG00000214970	CTC-297N7.7	10482357	10526353	17	NA
ENSG00000109063	MYH3	10531843	10560626	17	4621
ENSG00000273290	CTC-297N7.8	10575791	10579323	17	NA
ENSG00000133028	SCO1	10583654	10601692	17	6341
ENSG00000263388	CTC-297N7.10	10584051	10587305	17	NA
ENSG00000170222	ADPRM	10600911	10614550	17	56985
ENSG00000187824	TMEM220	10602332	10633633	17	388335
ENSG00000264176	MAGOH2	10619319	10619828	17	100506898
ENSG00000263400	CTC-297N7.5	10633094	10718481	17	101101775
ENSG00000264016	CTC-297N7.9	10644584	10672333	17	NA
ENSG00000263429	LINC00675	10698230	10707416	17	100289255
ENSG00000233670	PIRT	10725792	10741762	17	644139
ENSG00000263508	RP11-963H4.3	10752858	10784212	17	NA
ENSG00000244753	RPL15P21	10763852	10764779	17	NA
ENSG00000188803	SHISA6	11144580	11467380	17	388336
ENSG00000264727	RP11-680C21.1	11191522	11194128	17	NA
ENSG00000007174	DNAH9	11501748	11873065	17	1770
ENSG00000263684	RP11-628O18.1	11778249	11779145	17	NA
ENSG00000266368	RP11-1096G20.5	11857206	11880911	17	NA
ENSG00000154957	ZNF18	11880756	11900827	17	7566
ENSG00000065559	MAP2K4	11924141	12047147	17	6416
ENSG00000179136	LINC00670	12453099	12546171	17	284034
ENSG00000141052	MYOCD	12569207	12672266	17	93649
ENSG00000265489	RP11-1090M7.1	12663457	12693559	17	100128006
ENSG00000006740	ARHGAP44	12692856	12894960	17	9912
ENSG00000263707	RP11-597M12.1	12893466	12893927	17	NA
ENSG00000006744	ELAC2	12895708	12921504	17	60528
ENSG00000273098	RP11-488L1.1	12999225	13004245	17	NA
ENSG00000234634	AC003664.1	13202501	13210077	17	105371541
ENSG00000153976	HS3ST3A1	13399006	13505244	17	9955
ENSG00000236088	COX10-AS1	13659795	13972812	17	100874058
ENSG00000141028	CDRT15P1	13927831	13928805	17	94158
ENSG00000006695	COX10	13972813	14111994	17	1352
ENSG00000231595	AC005224.2	14113805	14121239	17	NA
ENSG00000223510	CDRT15	14138990	14140179	17	146822
ENSG00000125430	HS3ST3B1	14204400	14252721	17	9953
ENSG00000266709	RP11-214O1.2	14207171	14208822	17	84815
ENSG00000266378	RP11-214O1.3	14230652	14232791	17	NA
ENSG00000230647	AC022816.2	14277456	14324343	17	NA
ENSG00000238212	AC005863.2	14737955	14803871	17	107984977
ENSG00000265163	CDRT8	15008554	15009504	17	94151
ENSG00000109099	PMP22	15133095	15168643	17	5376
ENSG00000230971	AC005703.3	15170778	15175607	17	NA
ENSG00000125409	TEKT3	15207128	15244958	17	64518
ENSG00000239704	CDRT4	15339332	15406922	17	284040
ENSG00000223878	AC005517.3	15410180	15410668	17	NA
ENSG00000175106	TVP23C	15341205	15466909	17	201158
ENSG00000241322	CDRT1	15468798	15522826	17	374286
ENSG00000251537	RP11-385D13.1	15474805	15554967	17	NA
ENSG00000221926	TRIM16	15531274	15587625	17	10626
ENSG00000266261	RP11-640I15.1	15554904	15557803	17	NA
ENSG00000233966	UBE2SP1	15607546	15608214	17	NA
ENSG00000214946	TBC1D26	15635561	15649476	17	353149
ENSG00000233002	AC005324.6	15638337	15652506	17	NA
ENSG00000233193	AC005324.7	15664928	15667083	17	NA
ENSG00000227255	CDRT15P2	15668017	15668978	17	644694
ENSG00000179277	MEIS3P1	15689932	15690889	17	NA
ENSG00000265519	CTD-3157E16.1	15691101	15691519	17	NA
ENSG00000237057	AC015922.6	15709555	15721056	17	101928567
ENSG00000227790	AC015922.5	15732683	15767467	17	NA
ENSG00000170425	ADORA2B	15848231	15879060	17	136
ENSG00000214941	ZSWIM7	15879874	15903031	17	125150
ENSG00000011295	TTC19	15902694	15948329	17	54902
ENSG00000141027	NCOR1	15932471	16121499	17	9611
ENSG00000243686	RPLP1P11	15947935	15948275	17	NA
ENSG00000108474	PIGL	16120505	16252115	17	9487
ENSG00000166582	CENPV	16245848	16256970	17	201161
ENSG00000170315	UBB	16284112	16286059	17	7314
ENSG00000265401	RP11-138I1.4	16285466	16285983	17	NA
ENSG00000264739	RP11-138I1.2	16317838	16320003	17	NA
ENSG00000187688	TRPV2	16318856	16340317	17	51393
ENSG00000175061	C17orf76-AS1	16342136	16381992	17	125144
ENSG00000181350	FAM211A	16344891	16395467	17	388341
ENSG00000141040	ZNF287	16454701	16472520	17	57336
ENSG00000235554	AC005822.1	16520162	16521195	17	NA
ENSG00000197566	ZNF624	16524051	16557170	17	57547
ENSG00000264765	RP11-92B11.4	16557218	16558101	17	NA
ENSG00000231458	RNASEH1P2	16586752	16587541	17	NA
ENSG00000170160	CCDC144A	16592851	16707767	17	9720
ENSG00000226478	UPF3AP1	16648945	16650075	17	NA
ENSG00000188933	USP32P1	16689803	16707769	17	162632
ENSG00000272815	RP11-219A15.4	16691371	16719854	17	NA
ENSG00000226145	AC022596.6	16721297	16725893	17	NA
ENSG00000227300	KRT16P2	16733313	16736147	17	NA
ENSG00000131885	KRT17P1	16744057	16749197	17	NA
ENSG00000205312	AC022596.2	16750949	16756091	17	NA
ENSG00000128438	TBC1D27	16826229	16838153	17	NA
ENSG00000240505	TNFRSF13B	16832849	16875432	17	23495
ENSG00000230709	AC104024.1	16879313	16884667	17	284191
ENSG00000260328	RP11-416I2.1	16915228	16918304	17	NA
ENSG00000133030	MPRIP	16945859	17120993	17	23164
ENSG00000225442	MPRIP-AS1	16979352	16981066	17	NA
ENSG00000263624	RP11-45M22.3	17071260	17088868	17	NA
ENSG00000179598	PLD6	17104309	17109629	17	201164
ENSG00000154803	FLCN	17115526	17140502	17	201163
ENSG00000141030	COPS3	17150141	17184607	17	8533
ENSG00000205309	NT5M	17206649	17250977	17	56953
ENSG00000215030	RPL13P12	17286691	17287326	17	NA
ENSG00000227158	AC073621.2	17325995	17327018	17	NA
ENSG00000141026	MED9	17380300	17396540	17	55090
ENSG00000108551	RASD1	17397751	17399709	17	51655
ENSG00000133027	PEMT	17408877	17495022	17	10400
ENSG00000265511	RP11-524F11.1	17410665	17411622	17	NA
ENSG00000264666	RP11-524F11.2	17494742	17513799	17	NA
ENSG00000223979	SMCR2	17577340	17581002	17	105371564
ENSG00000108557	RAI1	17584787	17714767	17	10743
ENSG00000072310	SREBF1	17713713	17740325	17	6720
ENSG00000175662	TOM1L2	17746828	17875736	17	146691
ENSG00000197815	AC122129.1	17761583	17762295	17	NA
ENSG00000171962	LRRC48	17876127	17920203	17	83450
ENSG00000171953	ATPAF2	17880723	17942523	17	91647
ENSG00000232344	AC087163.2	17913957	17915136	17	NA
ENSG00000141034	GID4	17942606	17971718	17	79018
ENSG00000108591	DRG2	17991200	18011285	17	1819
ENSG00000091536	MYO15A	18012020	18083116	17	51168
ENSG00000266677	RP11-258F1.1	18075939	18088067	17	NA
ENSG00000091542	ALKBH5	18086392	18113268	17	54890
ENSG00000131899	LLGL1	18128901	18148189	17	3996
ENSG00000177731	FLII	18148150	18162230	17	2314
ENSG00000177427	MIEF2	18163848	18169866	17	125170
ENSG00000177302	TOP3A	18174742	18218321	17	7156
ENSG00000176994	SMCR8	18218624	18226517	17	140775
ENSG00000267350	RP1-178F10.3	18227536	18229211	17	NA
ENSG00000176974	SHMT1	18231187	18266856	17	6470
ENSG00000214860	EVPLL	18280976	18292961	17	645027
ENSG00000264177	RP1-37N7.1	18283169	18292298	17	NA
ENSG00000220161	RP1-37N7.3	18314473	18317694	17	400579
ENSG00000205266	AL353997.3	18319042	18328411	17	NA
ENSG00000186831	KRT17P2	18330175	18335162	17	339241
ENSG00000214856	KRT16P1	18335365	18346209	17	729252
ENSG00000229526	KRT16P4	18353558	18379234	17	NA
ENSG00000171916	LGALS9C	18380051	18398259	17	654346
ENSG00000167494	NOS2P2	18400886	18404348	17	NA
ENSG00000213077	FAM106A	18427880	18430160	17	NA
ENSG00000273018	CTD-2303H24.2	18414535	18455019	17	80039
ENSG00000154874	CCDC144B	18441117	18528930	17	284047
ENSG00000227077	AC107983.4	18476045	18476415	17	NA
ENSG00000189375	TBC1D28	18538319	18565263	17	254272
ENSG00000262262	RP11-815I9.3	18541332	18541683	17	NA
ENSG00000174977	AC026271.5	18553508	18554855	17	NA
ENSG00000249459	ZNF286B	18561742	18585575	17	729288
ENSG00000264885	RP11-815I9.4	18570942	18572774	17	NA
ENSG00000240445	FOXO3B	18574259	18576186	17	NA
ENSG00000224126	UBE2SP2	18580574	18581070	17	NA
ENSG00000108448	TRIM16L	18601311	18639431	17	147166
ENSG00000171931	FBXW10	18647326	18682662	17	10517
ENSG00000171928	TVP23B	18684308	18710027	17	51030
ENSG00000250111	AC107982.4	18739020	18745677	17	101929141
ENSG00000141127	PRPSAP2	18743398	18834581	17	5636
ENSG00000154025	SLC5A10	18853658	18925908	17	125206
ENSG00000196893	AC090286.4	18854938	18857462	17	NA
ENSG00000188522	FAM83G	18872102	18908117	17	644815
ENSG00000154016	GRAP	18923986	18950950	17	10750
ENSG00000265185	SNORD3B-1	18965225	18965807	17	26851
ENSG00000262074	SNORD3B-2	18966762	18967449	17	780852
ENSG00000230197	RP11-160E2.17	18981088	18991191	17	NA
ENSG00000228157	AC007952.5	18996287	19000150	17	NA
ENSG00000262202	SNORD3D	19015313	19015949	17	NA
ENSG00000262319	CTC-457L16.2	19044330	19047002	17	NA
ENSG00000262292	RP11-160E2.11	19064102	19065587	17	NA
ENSG00000263934	SNORD3A	19091329	19092027	17	780851
ENSG00000072134	EPN2	19118928	19240028	17	22905
ENSG00000235397	EPN2-AS1	19199909	19209574	17	100874018
ENSG00000265263	RP11-135L13.4	19237621	19239440	17	NA
ENSG00000108641	B9D1	19240867	19281495	17	27077
ENSG00000166484	MAPK7	19281034	19286857	17	5598
ENSG00000166482	MFAP4	19286755	19290553	17	4239
ENSG00000128482	RNF112	19314438	19320589	17	7732
ENSG00000265126	CTB-187M2.2	19315099	19316431	17	NA
ENSG00000227078	AC004448.2	19322348	19327670	17	107984995
ENSG00000235979	AC004448.5	19342456	19364308	17	NA
ENSG00000189343	RPS2P46	19349246	19350169	17	NA
ENSG00000263726	CTB-187M2.3	19374432	19396273	17	NA
ENSG00000142494	SLC47A1	19398698	19482347	17	55244
ENSG00000228331	RPL17P43	19400256	19400841	17	NA
ENSG00000262769	RP11-1113L8.1	19463424	19501235	17	NA
ENSG00000228983	AC025627.7	19483256	19499371	17	NA
ENSG00000231625	CTD-2104P17.1	19519102	19537138	17	NA
ENSG00000072210	ALDH3A2	19551449	19580911	17	224
ENSG00000180638	SLC47A2	19581601	19622292	17	146802
ENSG00000262681	RP11-311F12.1	19622372	19625741	17	NA
ENSG00000264785	RP11-311F12.2	19640995	19641855	17	NA
ENSG00000108602	ALDH3A1	19641297	19652256	17	218
ENSG00000083290	ULK2	19674142	19771249	17	9706
ENSG00000270091	RP11-78O7.2	19799903	19800600	17	NA
ENSG00000108599	AKAP10	19807615	19881656	17	11216
ENSG00000261033	RP11-209D14.2	19911364	19912547	17	NA
ENSG00000128487	SPECC1	19912657	20222339	17	92521
ENSG00000154898	CCDC144CP	20224477	20306870	17	NA
ENSG00000214832	UPF3AP2	20278682	20280153	17	NA
ENSG00000189423	USP32P3	20318860	20334321	17	NA
ENSG00000230528	NOS2P3	20339650	20350557	17	NA
ENSG00000170298	LGALS9B	20352708	20370852	17	284194
ENSG00000229586	RP11-434D2.6	20384643	20387304	17	NA
ENSG00000230088	KRT16P5	20396947	20397468	17	NA
ENSG00000214822	KRT16P3	20404826	20415670	17	644945
ENSG00000231645	AC025627.9	20415873	20420792	17	NA
ENSG00000205215	AC015818.3	20422625	20432000	17	NA
ENSG00000260907	AC008088.4	20433355	20434194	17	NA
ENSG00000267075	RP11-434D2.3	20448684	20453265	17	NA
ENSG00000214819	CDRT15L2	20483037	20484224	17	256223
ENSG00000188013	MEIS3P2	20492371	20494013	17	NA
ENSG00000227685	AC087499.10	20516225	20536547	17	NA
ENSG00000226521	AC126365.1	20619794	20640440	17	100287072
ENSG00000226981	ABHD17AP6	20717933	20747570	17	NA
ENSG00000205212	CCDC144NL	20739760	20799453	17	339184
ENSG00000266369	RP11-344E13.4	20759259	20760630	17	NA
ENSG00000233098	RP11-344E13.3	20771746	20905589	17	339260
ENSG00000264660	RP11-381P6.1	20841851	20885670	17	NA
ENSG00000124422	USP22	20902910	20947073	17	23326
ENSG00000263986	RP11-746M1.1	20903060	20903636	17	NA
ENSG00000236819	AC087393.1	20978869	20993928	17	101060544
ENSG00000109016	DHRS7B	21026677	21096578	17	25979
ENSG00000178307	TMEM11	21100593	21117937	17	8834
ENSG00000235530	AC087294.2	21117644	21133348	17	NA
ENSG00000154035	C17orf103	21142183	21156722	17	NA
ENSG00000034152	MAP2K3	21187984	21218552	17	5606
ENSG00000184185	KCNJ12	21279509	21323179	17	3768
ENSG00000244582	RPL21P120	21407884	21408385	17	NA
ENSG00000265265	RP11-822E23.7	21422775	21424530	17	NA
ENSG00000212719	C17orf51	21428051	21477722	17	339263
ENSG00000272780	RP11-822E23.8	21435738	21477781	17	NA
ENSG00000266466	RP11-822E23.2	21436235	21446049	17	NA
ENSG00000264617	AC144838.3	21560548	21562330	17	NA
ENSG00000263563	UBBP4	21729601	21731762	17	NA
ENSG00000263609	RP11-1109M24.16	21760934	21792968	17	105371595
ENSG00000264956	RP11-1109M24.5	21793031	21814739	17	NA
ENSG00000266172	RP11-1109M24.11	21904124	21904694	17	NA
ENSG00000266795	RP11-744K17.9	21906417	21913070	17	NA
ENSG00000264939	RP11-1109M24.9	21906476	21907067	17	NA
ENSG00000266746	RP11-1109M24.7	21911222	21911558	17	NA
ENSG00000266885	RP11-744K17.2	21934719	21938362	17	NA
ENSG00000256618	MTRNR2L1	22022437	22023991	17	100462977
ENSG00000265114	RP11-285M22.1	22192161	22192940	17	NA
ENSG00000264431	RP11-285M22.2	22192652	22194158	17	NA
ENSG00000264970	RP11-846F4.11	22203742	22205012	17	NA
ENSG00000264734	RP11-260A9.6	25316215	25326967	17	NA
ENSG00000265646	TUFMP1	25409716	25411062	17	NA
ENSG00000265246	RP11-663N22.1	25564885	25568687	17	NA
ENSG00000109046	WSB1	25621102	25640657	17	26118
ENSG00000264469	RP11-173M1.8	25641669	25642952	17	NA
ENSG00000265683	RP11-173M1.5	25678884	25679610	17	NA
ENSG00000266433	TBC1D3P5	25744716	25758649	17	440419
ENSG00000141068	KSR1	25783670	25953461	17	8844
ENSG00000266872	RP11-19P22.8	25952510	25953464	17	NA
ENSG00000168961	LGALS9	25956824	25976586	17	3965
ENSG00000264216	NOS2P1	25978360	25992738	17	NA
ENSG00000265788	RP11-19P22.5	25988575	25990684	17	NA
ENSG00000265041	RP11-19P22.7	25993775	25999829	17	NA
ENSG00000007171	NOS2	26083792	26127525	17	4843
ENSG00000266527	RP11-138P22.1	26201671	26208263	17	NA
ENSG00000232859	LYRM9	26205340	26221778	17	201229
ENSG00000260019	RP11-218F4.1	26256574	26301249	17	NA
ENSG00000087095	NLK	26368763	26523407	17	51701
ENSG00000237575	PYY2	26553589	26555091	17	23615
ENSG00000267259	CTD-2008P7.9	26559616	26562307	17	NA
ENSG00000266830	CTD-2008P7.8	26573480	26575032	17	NA
ENSG00000265060	PPY2	26574470	26575315	17	23614
ENSG00000266306	CTD-2008P7.6	26596229	26599391	17	NA
ENSG00000265480	KRT18P55	26603012	26644809	17	284085
ENSG00000109084	TMEM97	26646121	26655707	17	27346
ENSG00000109083	IFT20	26655352	26662515	17	90410
ENSG00000109079	TNFAIP1	26662628	26674035	17	7126
ENSG00000004142	POLDIP2	26673659	26684545	17	26073
ENSG00000244045	TMEM199	26684604	26708716	17	147007
ENSG00000265618	CTB-96E2.7	26688623	26689881	17	NA
ENSG00000109072	VTN	26691290	26700110	17	7448
ENSG00000004139	SARM1	26691378	26728065	17	23098
ENSG00000264098	CTD-2350C19.1	26729128	26731067	17	NA
ENSG00000076351	SLC46A1	26721661	26734215	17	113235
ENSG00000265254	CTD-2350C19.2	26732258	26733814	17	NA
ENSG00000258472	RP11-192H23.4	26782770	26941215	17	NA
ENSG00000183405	RPS7P1	26794814	26795460	17	NA
ENSG00000007216	SLC13A2	26800311	26824799	17	9058
ENSG00000109101	FOXN1	26833261	26865914	17	8456
ENSG00000109103	UNC119	26873725	26879686	17	9094
ENSG00000087111	PIGS	26880401	26898890	17	94005
ENSG00000109107	ALDOC	26900133	26904282	17	230
ENSG00000265168	RP11-192H23.5	26900135	26901261	17	NA
ENSG00000076382	SPAG5	26904588	26926297	17	10615
ENSG00000227543	SPAG5-AS1	26925808	26944393	17	100506436
ENSG00000264608	RP11-192H23.8	26928845	26929302	17	NA
ENSG00000265287	RP11-192H23.6	26934981	26936748	17	NA
ENSG00000167524	SGK494	26934982	26941218	17	124923
ENSG00000007202	KIAA0100	26941458	26972472	17	9703
ENSG00000264044	RP11-192H23.7	26960224	26962968	17	NA
ENSG00000132581	SDF2	26975374	26989207	17	6388
ENSG00000240494	RPS12P28	26982575	26983001	17	NA
ENSG00000265205	AC010761.13	26997072	26999822	17	NA
ENSG00000109111	SUPT6H	26989109	27029697	17	6830
ENSG00000167525	PROCA1	27030215	27038872	17	147011
ENSG00000109113	RAB34	27041299	27045447	17	83871
ENSG00000198242	RPL23A	27046411	27051377	17	6147
ENSG00000264577	AC010761.8	27048505	27049895	17	NA
ENSG00000160606	TLCD1	27051366	27054953	17	116238
ENSG00000160602	NEK8	27052915	27070473	17	284086
ENSG00000265073	AC010761.6	27059981	27070120	17	NA
ENSG00000076604	TRAF4	27071002	27077974	17	9618
ENSG00000265474	AC010761.9	27072587	27074670	17	NA
ENSG00000265840	AC010761.10	27076749	27077097	17	NA
ENSG00000173065	FAM222B	27082996	27182250	17	55731
ENSG00000132591	ERAL1	27181956	27188085	17	26284
ENSG00000264066	MIR144	27188090	27188984	17	NA
ENSG00000132589	FLOT2	27206353	27224697	17	2319
ENSG00000264304	RP11-20B24.7	27219487	27220360	17	NA
ENSG00000266642	RP11-20B24.4	27224756	27226412	17	NA
ENSG00000167536	DHRS13	27224799	27230089	17	147015
ENSG00000109118	PHF12	27232268	27278789	17	57649
ENSG00000265845	RP11-20B24.5	27253293	27271767	17	101927018
ENSG00000179761	PIPOX	27277531	27384234	17	51268
ENSG00000063015	SEZ6	27281919	27333458	17	124925
ENSG00000238007	AC024619.2	27339883	27343530	17	NA
ENSG00000196535	MYO18A	27400528	27507430	17	399687
ENSG00000178082	TWF1P1	27530441	27531492	17	NA
ENSG00000108256	NUFIP2	27582854	27621136	17	57532
ENSG00000264808	MIR4523	27696735	27717795	17	NA
ENSG00000160551	TAOK1	27717482	27878922	17	57551
ENSG00000168792	ABHD15	27887565	27894155	17	116236
ENSG00000264031	RP11-68I3.2	27887565	28034108	17	NA
ENSG00000167543	TP53I13	27893070	27900175	17	90313
ENSG00000264290	RP11-68I3.4	27896598	27897537	17	NA
ENSG00000108262	GIT1	27900487	27921072	17	28964
ENSG00000198720	ANKRD13B	27916787	27941779	17	124930
ENSG00000167549	CORO6	27941774	27949925	17	84940
ENSG00000264007	RP11-68I3.10	27948635	27949272	17	NA
ENSG00000141298	SSH2	27952956	28257294	17	85464
ENSG00000263370	RP11-68I3.5	27966645	27967843	17	NA
ENSG00000265625	RP11-68I3.11	27971814	27972865	17	NA
ENSG00000263657	RP11-82O19.1	28088121	28114854	17	NA
ENSG00000176927	EFCAB5	28256218	28435470	17	374786
ENSG00000265289	AC104984.4	28386357	28392695	17	NA
ENSG00000266876	RP11-1148O4.1	28395650	28396649	17	NA
ENSG00000265394	RP11-1148O4.2	28417384	28444515	17	NA
ENSG00000126653	NSRP1	28442539	28513493	17	84081
ENSG00000108576	SLC6A4	28521337	28563020	17	6532
ENSG00000264125	RP11-354P11.4	28531336	28533486	17	NA
ENSG00000108578	BLMH	28575218	28619074	17	642
ENSG00000182271	TMIGD1	28643351	28661077	17	388364
ENSG00000108582	CPD	28705923	28797007	17	1362
ENSG00000108587	GOSR1	28804380	28854610	17	9527
ENSG00000264242	RP11-271K11.1	28880715	28885980	17	NA
ENSG00000266733	TBC1D29	28884130	28890511	17	26083
ENSG00000259928	RP11-218M11.1	28891075	28892594	17	NA
ENSG00000231870	KRT17P3	28894718	28898766	17	NA
ENSG00000231421	AC006050.2	28900489	28904018	17	101927093
ENSG00000214719	AC005562.1	28903482	28999807	17	107133515
ENSG00000264943	SH3GL1P2	28951431	28952512	17	NA
ENSG00000264538	SUZ12P	29036317	29117926	17	NA
ENSG00000176390	CRLF3	29096406	29151794	17	51379
ENSG00000176208	ATAD5	29158988	29222887	17	79915
ENSG00000265334	CTD-2349P21.11	29161343	29190046	17	NA
ENSG00000172171	TEFM	29224354	29233838	17	79736
ENSG00000184060	ADAP2	29233362	29286340	17	55803
ENSG00000230113	AC091177.1	29283298	29283979	17	NA
ENSG00000265743	RP11-848P1.3	29291953	29292518	17	NA
ENSG00000181481	RNF135	29295803	29326929	17	84282
ENSG00000264456	RP11-848P1.2	29298670	29300330	17	NA
ENSG00000264743	DPRXP4	29302405	29302972	17	503645
ENSG00000266865	RP11-848P1.9	29335515	29420145	17	NA
ENSG00000265798	RP11-271K11.5	29365593	29386139	17	NA
ENSG00000264107	RP11-848P1.5	29417805	29422468	17	NA
ENSG00000196712	NF1	29421945	29709134	17	4763
ENSG00000126861	OMG	29599031	29624557	17	4974
ENSG00000126860	EVI2A	29644578	29648902	17	2123
ENSG00000263535	AK4P1	29672539	29673205	17	NA
ENSG00000131242	RAB11FIP4	29718642	29865236	17	84440
ENSG00000172301	COPRS	30178883	30186356	17	55352
ENSG00000108651	UTP6	30187923	30228784	17	55813
ENSG00000263990	CTC-542B22.2	30200945	30213685	17	NA
ENSG00000178691	SUZ12	30264037	30328064	17	23512
ENSG00000185158	LRRC37B	30334891	30380523	17	114659
ENSG00000266777	SH3GL1P1	30366993	30369847	17	6458
ENSG00000214708	AC090616.2	30468245	30470154	17	105371730
ENSG00000126858	RHOT1	30469473	30580393	17	55288
ENSG00000141314	RHBDL3	30593195	30651680	17	162494
ENSG00000265794	RP11-227G15.3	30651450	30687719	17	NA
ENSG00000265139	RP11-227G15.2	30655460	30656414	17	NA
ENSG00000108666	C17orf75	30651584	30677042	17	64149
ENSG00000010244	ZNF207	30677136	30708905	17	7756
ENSG00000108671	PSMD11	30771279	30810336	17	5717
ENSG00000176749	CDK5R1	30813637	30818274	17	8851
ENSG00000176658	MYO1D	30819540	31204195	17	4642
ENSG00000266718	RP11-466A19.1	30822554	30826351	17	NA
ENSG00000226377	AC084809.2	31203777	31205655	17	NA
ENSG00000236377	AC084809.3	31232680	31233602	17	NA
ENSG00000006042	TMEM98	31254928	31272124	17	26022
ENSG00000141316	SPACA3	31297394	31324895	17	124912
ENSG00000108684	ASIC2	31340105	32501983	17	40
ENSG00000266535	RP11-40A13.1	31438876	31458761	17	NA
ENSG00000265544	RP11-31I22.1	31856806	31860779	17	100506677
ENSG00000265356	RP11-17M24.1	32258151	32263225	17	NA
ENSG00000226049	TLK2P1	32363700	32366891	17	NA
ENSG00000263571	CTC-304I17.5	32488756	32491270	17	NA
ENSG00000261156	RP11-215E13.1	32496391	32522956	17	101927239
ENSG00000264990	RP11-215E13.2	32503557	32505185	17	NA
ENSG00000108691	CCL2	32582304	32584222	17	6347
ENSG00000108688	CCL7	32597240	32599261	17	6354
ENSG00000172156	CCL11	32612687	32615353	17	6356
ENSG00000108700	CCL8	32646055	32648421	17	6355
ENSG00000181374	CCL13	32683471	32685629	17	6357
ENSG00000225582	AC011193.1	32806331	32806976	17	NA
ENSG00000197322	C17orf102	32901142	32906388	17	400591
ENSG00000181291	TMEM132E	32907768	32966337	17	124842
ENSG00000132141	CCT6B	33254878	33308097	17	10693
